Name,Location,Level
Goldeen,Dendemille Town,25
Geodude,Two Island,10
Onix,Anville Town,3
Koffing,Aquacorde Town,29
Dewgong,Fuchsia City,43
Vulpix,Lumiose City,23
Kabuto,Goldenrod City,98
Clefable,Vermilion City,70
Bellsprout,Accumula Town,83
Oddish,Shalour City,96
Butterfree,Resort Area,46
Scyther,White Forest,13
Mewtwo,Dewford Town,26
Ninetales,Solaceon Town,37
Doduo,Floaroma Town,43
Victreebel,Fortree City,12
Kadabra,Floaroma Town,54
Golduck,Shalour City,49
Gloom,Kiloude City,28
Porygon,Mahogany Town,32
Kakuna,Survival Area,41
Oddish,Eterna City,99
Victreebel,Kiloude City,69
Hypno,Viridian City,51
Fearow,Fortree City,28
Flareon,Coumarine City,86
Spearow,Mahogany Town,50
Venomoth,Cyllage City,74
Aerodactyl,Blackthorn City,24
Cloyster,Pacifidlog Town,61
Muk,Oreburgh City,20
Rhydon,Oreburgh City,94
Pidgeot,Ever Grande City,77
Poliwag,Lilycove City,17
Dugtrio,Ever Grande City,23
Tentacruel,Aspertia City,75
Doduo,Anistar City,89
Paras,One Island,26
Weepinbell,Pallet Town,33
Articuno,Cyllage City,29
Electrode,Mistralton City,30
Dratini,Lacunosa Town,31
Alakazam,Pewter City,74
Victreebel,Virbank City,77
Doduo,Kiloude City,21
Fearow,Safari Zone Gate,98
Venusaur,Three Island,34
Charizard,Survival Area,88
Machamp,Eterna City,20
Moltres,Slateport City,27
Weedle,Four Island,17
Diglett,Ecruteak City,40
Exeggutor,Laverre City,38
Dragonite,Snowbelle City,81
Starmie,Mahogany Town,28
Poliwag,Nimbasa City,19
Farfetch'd,Nimbasa City,3
Haunter,Black City,36
Geodude,Vaniville Town,22
Beedrill,Lacunosa Town,69
Kakuna,Cerulean City,61
Exeggcute,Santalune City,30
Weezing,Survival Area,20
Kadabra,Mossdeep City,19
Ditto,Ever Grande City,39
Wigglytuff,Anistar City,11
Blastoise,Jubilife City,65
Jigglypuff,Lavender Town,58
Weezing,Lavaridge Town,52
Machoke,Sunyshore City,58
Gengar,Three Island,45
Flareon,Celadon City,15
Growlithe,Castelia City,91
Starmie,Six Island,76
Magikarp,Black City,12
Rattata,Couriway Town,35
Kakuna,Cianwood City,29
Lickitung,Mistralton City,83
Arbok,Canalave City,40
Rhyhorn,Driftveil City,97
Weedle,Anville Town,91
Poliwhirl,Petalburg City,64
Clefairy,Nimbasa City,39
Porygon,Ever Grande City,34
Geodude,Accumula Town,17
Kabuto,White Forest,64
Krabby,Goldenrod City,48
Muk,White Forest,4
Primeape,Ever Grande City,20
Muk,Castelia City,44
Metapod,Four Island,65
Haunter,Safari Zone Gate,69
Dodrio,Fight Area,27
Goldeen,Castelia City,1
Raichu,Mistralton City,5
Sandslash,Ecruteak City,66
Growlithe,Cyllage City,88
Vulpix,Veilstone City,92
Magnemite,Sunyshore City,66
Omastar,Snowbelle City,97
Nidoran,One Island,32
Rhydon,Opelucid City,69
Snorlax,Slateport City,36
Diglett,Six Island,87
Nidorino,Castelia City,97
Graveler,Goldenrod City,91
Mr.,Vaniville Town,10
Moltres,Cianwood City,20
Wigglytuff,Vermilion City,62
Hitmonchan,Slateport City,52
Dratini,Slateport City,18
Pidgeot,Solaceon Town,40
Meowth,Floaroma Town,20
Rhydon,Two Island,71
Pidgeotto,Celestic Town,25
Raichu,Anistar City,82
Farfetch'd,Slateport City,50
Kabuto,Floaroma Town,52
Scyther,Solaceon Town,76
Clefairy,Couriway Town,55
Kadabra,Pewter City,50
Weedle,Opelucid City,99
Venonat,Vaniville Town,55
Golbat,Mahogany Town,44
Chansey,Twinleaf Town,7
Tentacruel,Lacunosa Town,49
Kangaskhan,Three Island,90
Gyarados,Frontier Access,34
Krabby,Celestic Town,9
Nidoqueen,Cinnabar Island,66
Omastar,Twinleaf Town,87
Tauros,Two Island,95
Nidorino,Accumula Town,64
Fearow,Anville Town,62
Nidorina,Oreburgh City,29
Caterpie,Black City,7
Poliwhirl,Eterna City,74
Grimer,Snowpoint City,73
Jigglypuff,Camphrier Town,56
Shellder,Celestic Town,41
Nidoran,Accumula Town,81
Arbok,Oldale Town,65
Primeape,Petalburg City,73
Sandshrew,Lumiose City,97
Ponyta,Azalea Town,96
Hypno,Canalave City,59
Squirtle,Aquacorde Town,62
Squirtle,Lacunosa Town,93
Vileplume,Ambrette Town,24
Drowzee,Lilycove City,73
Jolteon,Lentimas Town,53
Machamp,Lilycove City,52
Golem,Fuchsia City,87
Hitmonchan,Kiloude City,11
Jynx,Pewter City,89
Tentacool,Black City,59
Graveler,Ambrette Town,48
Staryu,Lentimas Town,94
Ivysaur,Hearthome City,24
Exeggutor,Dewford Town,16
Krabby,Mauville City,66
Magikarp,New Bark Town,52
Raticate,Violet City,55
Nidoran,Petalburg City,18
Wartortle,Cerulean City,4
Vileplume,White Forest,59
Goldeen,New Bark Town,99
Geodude,Floaroma Town,25
Poliwhirl,Floccesy Town,23
Bulbasaur,Lentimas Town,4
Metapod,Driftveil City,93
Bulbasaur,Olivine City,10
Jolteon,Undella Town,30
Graveler,Coumarine City,77
Graveler,Lentimas Town,53
Pikachu,Survival Area,23
Moltres,Five Island,65
Dragonair,Sandgem Town,70
Charizard,Aspertia City,72
Tentacool,Floccesy Town,72
Sandshrew,Olivine City,28
Rhyhorn,Opelucid City,57
Pidgeotto,Driftveil City,46
Articuno,Three Island,54
Rapidash,Eterna City,15
Charizard,Snowbelle City,90
Victreebel,Cyllage City,1
Sandshrew,Nuvema Town,89
Slowpoke,Azalea Town,43
Rattata,White Forest,12
Goldeen,Celestic Town,59
Geodude,Oreburgh City,62
Kabuto,Saffron City,60
Tentacool,Driftveil City,82
Pidgeot,Verdanturf Town,19
Kadabra,Twinleaf Town,29
Shellder,Anville Town,39
Blastoise,Santalune City,92
Weedle,Slateport City,21
Seadra,Shalour City,8
Omastar,Eterna City,79
Gastly,Three Island,64
Ponyta,Lavaridge Town,50
Alakazam,New Bark Town,17
Tentacool,Celestic Town,85
Tauros,Driftveil City,23
Arcanine,Cherrygrove City,25
Ninetales,Lacunosa Town,74
Poliwhirl,Pastoria City,29
Geodude,Icirrus City,14
Tauros,Opelucid City,88
Koffing,Mauville City,71
Abra,Snowbelle City,9
Starmie,Floaroma Town,58
Dewgong,Aspertia City,22
Koffing,Canalave City,66
Muk,Lavaridge Town,31
Jigglypuff,Vermilion City,14
Jynx,Camphrier Town,35
Flareon,Lilycove City,75
Hypno,Mahogany Town,51
Charmander,Ever Grande City,44
Exeggutor,Nimbasa City,47
Mr.,Kiloude City,50
Geodude,Oldale Town,65
Gastly,Accumula Town,34
Jigglypuff,Fuchsia City,78
Seel,Survival Area,92
Rapidash,Nuvema Town,95
Farfetch'd,Blackthorn City,77
Drowzee,nil,1
Jigglypuff,White Forest,74
Raichu,Floaroma Town,21
Articuno,Camphrier Town,14
Scyther,Slateport City,52
Tentacool,Castelia City,47
Primeape,Petalburg City,43
Porygon,Rustboro City,19
Weezing,Petalburg City,11
Omastar,Fuchsia City,91
Kabutops,Rustboro City,81
Dugtrio,Slateport City,98
Ivysaur,Pacifidlog Town,78
Dodrio,Dendemille Town,33
Scyther,Nimbasa City,63
Gloom,Pallet Town,42
Paras,Resort Area,35
Eevee,nil,76
Koffing,Fortree City,46
Kadabra,Nuvema Town,72
Drowzee,Lacunosa Town,90
Rapidash,Aquacorde Town,73
Parasect,Vermilion City,52
Raichu,Hearthome City,16
Lapras,Pewter City,42
Porygon,Oreburgh City,19
Poliwag,Saffron City,83
Nidoran,Coumarine City,10
Poliwag,Fortree City,65
Bulbasaur,Driftveil City,59
Beedrill,Nuvema Town,51
Sandslash,Sandgem Town,43
Ekans,Fortree City,65
Kadabra,Striaton City,31
Kadabra,Pewter City,15
Paras,One Island,82
Seel,Snowpoint City,35
Electabuzz,Three Island,57
Arcanine,Vaniville Town,80
Sandshrew,Vermilion City,89
Metapod,Mauville City,81
Magnemite,One Island,19
Golem,Sunyshore City,68
Machop,Black City,71
Zapdos,Humilau City,55
Lickitung,Canalave City,64
Bellsprout,Seven Island,65
Alakazam,Pallet Town,83
Fearow,Violet City,47
Exeggutor,Viridian City,11
Hitmonlee,Fallarbor Town,63
Chansey,Oldale Town,90
Primeape,Driftveil City,88
Mr.,Camphrier Town,34
Rhydon,Accumula Town,61
Voltorb,Verdanturf Town,97
Pikachu,White Forest,96
Psyduck,Solaceon Town,16
Goldeen,Vaniville Town,4
Hitmonchan,Twinleaf Town,82
Primeape,Viridian City,77
Bellsprout,White Forest,69
Hitmonlee,Ever Grande City,81
Venusaur,Lumiose City,92
Starmie,Celestic Town,90
Articuno,Driftveil City,21
Dodrio,Pewter City,94
Gastly,Three Island,76
Growlithe,Saffron City,97
Slowpoke,Lacunosa Town,81
Wartortle,Five Island,15
Weepinbell,Black City,87
Farfetch'd,Lilycove City,47
Magneton,Oreburgh City,19
Onix,Solaceon Town,4
Machop,Celestic Town,79
Flareon,Solaceon Town,9
Hitmonchan,Lavender Town,8
Seadra,nil,5
Spearow,Five Island,55
Horsea,Mahogany Town,39
Electabuzz,Violet City,89
Raichu,Kiloude City,82
Bulbasaur,Hearthome City,22
Nidoking,Solaceon Town,2
Weedle,Fallarbor Town,31
Machoke,Nacrene City,57
Nidorino,Virbank City,67
Pikachu,Fortree City,94
Vaporeon,Vermilion City,67
Abra,Black City,39
Golbat,Mistralton City,43
Porygon,Solaceon Town,25
Poliwag,Floaroma Town,17
Blastoise,Floccesy Town,36
Tangela,Cerulean City,28
Vileplume,Viridian City,96
Flareon,Sootopolis City,20
Lickitung,Mossdeep City,17
Rattata,Azalea Town,10
Charizard,Solaceon Town,19
Krabby,Shalour City,7
Geodude,Fight Area,88
Electrode,Virbank City,74
Blastoise,Santalune City,20
Slowpoke,Undella Town,11
Magneton,Couriway Town,85
Arcanine,Three Island,25
Arbok,Lilycove City,84
Jigglypuff,Goldenrod City,9
Vulpix,Lavender Town,1
Slowpoke,Camphrier Town,63
Oddish,Lacunosa Town,37
Staryu,Couriway Town,16
Seadra,Fortree City,35
Pidgey,Frontier Access,96
Drowzee,Lilycove City,36
Vaporeon,Lumiose City,12
Onix,Olivine City,55
Haunter,Shalour City,30
Weedle,Fallarbor Town,14
Alakazam,Lavender Town,9
Dratini,Canalave City,71
Dragonite,Seven Island,25
Horsea,Dewford Town,94
Raichu,Petalburg City,29
Kangaskhan,Nimbasa City,76
Nidoran,Icirrus City,17
Weezing,Fuchsia City,11
Magmar,Mauville City,70
Koffing,Sunyshore City,22
Tentacool,Canalave City,61
Fearow,Solaceon Town,82
Arbok,Icirrus City,20
Fearow,Fuchsia City,94
Nidoking,Slateport City,28
Moltres,Three Island,36
Fearow,Vermilion City,73
Voltorb,Hearthome City,58
Zubat,Petalburg City,42
Jolteon,Two Island,21
Charizard,Floccesy Town,36
Nidorino,Resort Area,50
Persian,Sootopolis City,37
Sandshrew,Lumiose City,86
Golem,Celestic Town,29
Jolteon,Floccesy Town,5
Machoke,Eterna City,81
Mewtwo,Four Island,78
Psyduck,White Forest,61
Magikarp,Olivine City,74
Bellsprout,Shalour City,41
Shellder,Virbank City,9
Charizard,Violet City,90
Venonat,Striaton City,36
Bellsprout,Accumula Town,98
Spearow,Ambrette Town,42
Blastoise,Pewter City,61
Electabuzz,Three Island,94
Vulpix,Verdanturf Town,75
Pidgey,Pallet Town,89
Rhyhorn,Lacunosa Town,83
Nidoran,nil,63
Seaking,Four Island,70
Parasect,Jubilife City,90
Primeape,Floaroma Town,26
Krabby,Sootopolis City,9
Kabutops,Couriway Town,12
Omastar,Fuchsia City,69
Ivysaur,Anistar City,3
Charmander,Twinleaf Town,9
Magneton,Nimbasa City,25
Slowbro,Nuvema Town,9
Pinsir,Olivine City,91
Seaking,One Island,60
Metapod,Three Island,83
Ditto,Sunyshore City,91
Dragonite,Petalburg City,12
Grimer,Kiloude City,46
Mankey,Jubilife City,54
Doduo,Pastoria City,56
Zapdos,Pastoria City,12
Sandshrew,Veilstone City,59
Lapras,Humilau City,68
Muk,Sandgem Town,48
Jolteon,Nuvema Town,67
Omastar,Cianwood City,2
Poliwhirl,Cinnabar Island,29
Ditto,Rustboro City,45
Parasect,Aspertia City,7
Abra,Fortree City,83
Voltorb,Anville Town,43
Gloom,Opelucid City,36
Meowth,Oldale Town,44
Cubone,Jubilife City,41
Ninetales,Lacunosa Town,4
Dragonite,One Island,98
Machoke,Nimbasa City,94
Parasect,Six Island,26
Dewgong,Aquacorde Town,87
Gloom,Pacifidlog Town,70
Magnemite,Aspertia City,17
Flareon,Vaniville Town,2
Voltorb,Mauville City,71
Koffing,Twinleaf Town,20
Flareon,Lilycove City,40
Shellder,Littleroot Town,65
Kabuto,Rustboro City,78
Seel,Cerulean City,82
Diglett,Castelia City,17
Spearow,Fight Area,91
Parasect,Pallet Town,13
Muk,Oldale Town,89
Rhyhorn,Camphrier Town,79
Farfetch'd,Petalburg City,87
Marowak,Lentimas Town,18
Horsea,Lilycove City,42
Poliwrath,Ecruteak City,87
Geodude,Mahogany Town,91
Kingler,Survival Area,76
Wartortle,Solaceon Town,58
Tentacool,Olivine City,34
Metapod,Veilstone City,9
Ditto,Frontier Access,44
Kadabra,Floccesy Town,18
Vaporeon,Azalea Town,18
Tangela,Lavaridge Town,89
Kingler,Celestic Town,59
Electabuzz,Mossdeep City,52
Spearow,Sandgem Town,18
Venonat,Kiloude City,29
Meowth,Nuvema Town,96
Persian,Oreburgh City,48
Raticate,Accumula Town,69
Venonat,Snowbelle City,21
Dragonite,Lilycove City,1
Dugtrio,Floaroma Town,35
Rattata,Icirrus City,34
Raichu,White Forest,4
Rapidash,Three Island,49
Aerodactyl,Cherrygrove City,1
Magikarp,Rustboro City,59
Farfetch'd,Vaniville Town,48
Krabby,Striaton City,27
Poliwhirl,Snowbelle City,23
Muk,Celestic Town,52
Raticate,Humilau City,3
Wigglytuff,Saffron City,12
Oddish,Dendemille Town,32
Jolteon,Azalea Town,79
Gloom,Mistralton City,74
Psyduck,Lavaridge Town,85
Doduo,Accumula Town,99
Dratini,Ambrette Town,36
Machop,Aspertia City,46
Raticate,Fortree City,83
Mankey,Cyllage City,25
Butterfree,Nacrene City,42
Vulpix,Laverre City,49
Golbat,Lavaridge Town,41
Flareon,Frontier Access,89
Rhydon,Eterna City,16
Tangela,Viridian City,29
Kakuna,Vaniville Town,44
Nidoran,Frontier Access,16
Omastar,Fight Area,20
Diglett,Five Island,56
Omanyte,Hearthome City,72
Charizard,Aspertia City,55
Wigglytuff,One Island,61
Rhydon,Lacunosa Town,52
Shellder,Saffron City,84
Grimer,Coumarine City,8
Abra,Floaroma Town,67
Caterpie,Anville Town,5
Electrode,Four Island,34
Poliwag,White Forest,22
Victreebel,Floaroma Town,81
Jynx,Ambrette Town,14
Victreebel,Jubilife City,4
Tentacool,Snowbelle City,77
Graveler,Frontier Access,14
Snorlax,Accumula Town,53
Gengar,Dendemille Town,93
Farfetch'd,Driftveil City,62
Mankey,Oreburgh City,7
Growlithe,Humilau City,27
Squirtle,Cianwood City,24
Geodude,Cianwood City,93
Beedrill,Snowpoint City,32
Abra,White Forest,97
Nidoran,New Bark Town,14
Graveler,Shalour City,79
Butterfree,Nuvema Town,57
Magneton,Slateport City,79
Machamp,Lumiose City,1
Meowth,Cherrygrove City,96
Venusaur,Snowbelle City,77
Seel,Ambrette Town,57
Slowpoke,Ever Grande City,75
Moltres,Driftveil City,49
Butterfree,Aquacorde Town,17
Growlithe,Snowpoint City,41
Tauros,Mossdeep City,56
Pidgeotto,Fuchsia City,48
Nidoran,Three Island,95
Shellder,Safari Zone Gate,22
Dragonite,Violet City,19
Ditto,Icirrus City,32
Koffing,Seven Island,62
Seel,Castelia City,31
Wartortle,Dendemille Town,45
Cubone,One Island,36
Koffing,Littleroot Town,27
Venonat,Mahogany Town,85
Weedle,Pallet Town,83
Magmar,Lacunosa Town,31
Starmie,Couriway Town,67
Snorlax,Verdanturf Town,38
Snorlax,Canalave City,67
Poliwrath,Floccesy Town,87
Pikachu,Blackthorn City,11
Magnemite,Survival Area,25
Nidoran,Undella Town,49
Poliwrath,Eterna City,66
Machoke,Sunyshore City,20
Drowzee,Lavaridge Town,71
Tangela,Cherrygrove City,14
Dugtrio,Vaniville Town,76
Starmie,Fuchsia City,88
Vaporeon,Castelia City,97
Pinsir,Resort Area,42
Magikarp,Pacifidlog Town,91
Farfetch'd,Pewter City,12
Goldeen,Nimbasa City,38
Vaporeon,Seven Island,42
Paras,Mauville City,31
Articuno,Hearthome City,81
Doduo,Verdanturf Town,30
Fearow,Lilycove City,61
Tauros,Two Island,76
Scyther,Dewford Town,50
Krabby,Aquacorde Town,93
Grimer,Five Island,47
Gengar,Undella Town,28
Eevee,Mossdeep City,98
Clefairy,Lentimas Town,42
Golbat,Shalour City,90
Porygon,Slateport City,9
Pidgey,Cianwood City,26
Blastoise,Slateport City,72
Nidoran,Pacifidlog Town,59
Diglett,Petalburg City,87
Alakazam,Violet City,11
Nidorino,Five Island,48
Arcanine,Dendemille Town,63
Poliwrath,Aspertia City,88
Fearow,Aspertia City,62
Gengar,Cyllage City,80
Kingler,Solaceon Town,75
Caterpie,Viridian City,26
Dugtrio,Fallarbor Town,17
Machamp,Aquacorde Town,41
Shellder,Eterna City,7
Vileplume,Pacifidlog Town,94
Machamp,Seven Island,96
Abra,Geosenge Town,76
Pikachu,Lavender Town,3
Lapras,Lavaridge Town,41
Snorlax,Pallet Town,92
Golbat,Cherrygrove City,91
Dugtrio,Lumiose City,30
Rhyhorn,Five Island,31
Dugtrio,Shalour City,67
Magmar,Striaton City,7
Pinsir,Opelucid City,79
Articuno,Mahogany Town,18
Tangela,Violet City,8
Venonat,Sootopolis City,98
Horsea,Mossdeep City,81
Diglett,Eterna City,32
Gastly,Jubilife City,25
Staryu,Fallarbor Town,94
Jolteon,Accumula Town,79
Bulbasaur,Fight Area,38
Tentacruel,Driftveil City,33
Muk,Petalburg City,30
Jigglypuff,Accumula Town,72
Clefable,Icirrus City,7
Nidorino,Geosenge Town,58
Moltres,Saffron City,70
Flareon,Undella Town,34
Raichu,Vaniville Town,42
Seadra,Pastoria City,20
Nidorina,Anville Town,55
Venonat,Santalune City,94
Moltres,Canalave City,37
Wigglytuff,Fuchsia City,12
Seadra,Six Island,43
Gloom,Coumarine City,71
Caterpie,Pacifidlog Town,59
Mr.,Icirrus City,22
Farfetch'd,Virbank City,66
Metapod,Canalave City,3
Shellder,Sunyshore City,21
Muk,Lacunosa Town,6
Meowth,Lumiose City,10
Rattata,Sandgem Town,92
Shellder,Humilau City,67
Gastly,Mossdeep City,83
Golem,Laverre City,14
Poliwag,Resort Area,38
Aerodactyl,Verdanturf Town,78
Rhydon,Camphrier Town,61
Kakuna,Vermilion City,79
Dewgong,Oldale Town,3
Metapod,Sandgem Town,10
Vulpix,Fallarbor Town,15
Ditto,Cyllage City,55
Charmander,Aspertia City,30
Zubat,Ever Grande City,44
Exeggcute,Sandgem Town,4
Zubat,Nimbasa City,55
Scyther,Veilstone City,2
Chansey,Anville Town,38
Raichu,Cerulean City,51
Poliwhirl,Opelucid City,64
Articuno,Fuchsia City,86
Kangaskhan,Snowpoint City,64
Diglett,Hearthome City,80
Growlithe,Slateport City,38
Geodude,Azalea Town,51
Diglett,Camphrier Town,67
Gloom,Rustboro City,77
Jynx,Six Island,86
Gloom,Nimbasa City,82
Pinsir,Snowbelle City,14
Wartortle,Four Island,38
Horsea,Anville Town,28
Squirtle,Celadon City,21
Kakuna,Sootopolis City,50
Doduo,Black City,34
Dodrio,Virbank City,27
Rattata,Lavaridge Town,69
Tentacool,Geosenge Town,98
Abra,New Bark Town,64
Electabuzz,Accumula Town,5
Rhydon,Mistralton City,55
Arcanine,Lentimas Town,54
Horsea,Saffron City,2
Omastar,Snowpoint City,38
Venonat,Littleroot Town,90
Graveler,Eterna City,38
Cubone,Four Island,62
Drowzee,Veilstone City,60
Omastar,Undella Town,74
Seadra,Four Island,85
Dewgong,Floaroma Town,3
Sandshrew,Blackthorn City,62
Horsea,Nimbasa City,74
Staryu,Accumula Town,6
Weezing,Floccesy Town,99
Dewgong,Fallarbor Town,30
Chansey,Azalea Town,95
Arcanine,One Island,77
Dewgong,Anville Town,60
Electrode,Couriway Town,38
Arcanine,Oreburgh City,39
Porygon,Fight Area,34
Venonat,Opelucid City,31
Magikarp,Driftveil City,27
Aerodactyl,Dendemille Town,63
Venusaur,Floccesy Town,34
Kadabra,Humilau City,40
Arcanine,Vermilion City,40
Articuno,Violet City,13
Seadra,Ambrette Town,5
Moltres,Goldenrod City,2
Tauros,Floccesy Town,99
Venonat,Survival Area,99
Diglett,Jubilife City,72
Staryu,Fortree City,33
Psyduck,Veilstone City,88
Tentacool,Cinnabar Island,14
Snorlax,Aspertia City,26
Pinsir,Kiloude City,86
Mewtwo,Jubilife City,34
Snorlax,Humilau City,55
Tauros,Striaton City,25
Growlithe,Castelia City,48
Eevee,Kiloude City,75
Exeggcute,Camphrier Town,80
Hitmonchan,Three Island,65
Haunter,Resort Area,75
Raticate,Cyllage City,2
Marowak,Geosenge Town,98
Caterpie,Shalour City,98
Sandshrew,Shalour City,43
Wartortle,Lentimas Town,19
Blastoise,Virbank City,76
Exeggutor,Pastoria City,84
Exeggcute,Two Island,1
Omanyte,Dewford Town,35
Clefable,Lavaridge Town,43
Dragonite,Geosenge Town,51
Kabuto,Eterna City,23
Metapod,Sandgem Town,55
Venusaur,Striaton City,60
Metapod,Three Island,89
Dugtrio,Azalea Town,72
Charmander,Jubilife City,41
Ponyta,Jubilife City,52
Squirtle,Lacunosa Town,49
Venomoth,Hearthome City,40
Primeape,Lavender Town,36
Kakuna,Cherrygrove City,48
Mewtwo,Geosenge Town,86
Ivysaur,Humilau City,72
Slowbro,Lavaridge Town,87
Venonat,Fallarbor Town,6
Graveler,Coumarine City,45
Sandslash,Lavaridge Town,57
Poliwag,Nuvema Town,16
Dragonite,Cyllage City,30
Jynx,Twinleaf Town,6
Rattata,Nuvema Town,32
Nidoqueen,Three Island,29
Shellder,Humilau City,23
Poliwag,Five Island,97
Tauros,Lavaridge Town,97
Nidoran,Nimbasa City,77
Farfetch'd,Geosenge Town,30
Omastar,Ever Grande City,25
Golem,New Bark Town,8
Shellder,Saffron City,17
Doduo,Pacifidlog Town,69
Porygon,Littleroot Town,43
Koffing,Geosenge Town,91
Jynx,Cerulean City,53
Moltres,Striaton City,79
Weedle,Icirrus City,2
Tentacruel,Aspertia City,74
Nidoran,Ecruteak City,17
Seadra,Shalour City,13
Raichu,Vaniville Town,38
Cloyster,Sootopolis City,50
Golbat,Pallet Town,33
Articuno,Lentimas Town,84
Kadabra,Striaton City,90
Tentacool,Undella Town,72
Jynx,Azalea Town,85
Exeggcute,Anville Town,60
Electabuzz,Resort Area,23
Charmander,Pacifidlog Town,84
Voltorb,Ecruteak City,64
Metapod,Ever Grande City,97
Haunter,Snowpoint City,8
Chansey,Pewter City,64
Hitmonchan,Five Island,93
Kangaskhan,Cinnabar Island,84
Moltres,Two Island,64
Gengar,Lacunosa Town,30
Abra,Oldale Town,18
Dodrio,Laverre City,85
Nidorina,Driftveil City,47
Tentacruel,Three Island,71
Golem,Four Island,98
Dragonair,Oreburgh City,46
Eevee,Coumarine City,5
Scyther,Snowbelle City,41
Arcanine,Violet City,50
Doduo,Couriway Town,44
Koffing,Olivine City,52
Moltres,Santalune City,45
Arcanine,Sandgem Town,24
Goldeen,Accumula Town,86
Rhyhorn,Couriway Town,55
Nidoqueen,Safari Zone Gate,46
Ditto,Two Island,96
Magikarp,Olivine City,72
Vulpix,New Bark Town,47
Arbok,Aquacorde Town,57
Nidoran,Eterna City,54
Bulbasaur,Black City,69
Exeggcute,Lumiose City,40
Venomoth,Nacrene City,23
Oddish,Lacunosa Town,24
Electabuzz,Lumiose City,42
Lickitung,Pacifidlog Town,17
Arbok,Celadon City,38
Wartortle,Survival Area,76
Kakuna,Safari Zone Gate,30
Tentacool,Pallet Town,64
Porygon,Jubilife City,61
Machoke,Coumarine City,46
Machoke,Olivine City,49
Persian,Aspertia City,95
Machop,Camphrier Town,70
Butterfree,Icirrus City,3
Weedle,Hearthome City,73
Wartortle,Camphrier Town,25
Scyther,Goldenrod City,28
Seel,Virbank City,91
Scyther,Azalea Town,96
Zubat,Safari Zone Gate,39
Charmander,Undella Town,54
Ditto,Violet City,95
Pikachu,Petalburg City,73
Porygon,Mahogany Town,68
Nidorino,Ecruteak City,48
Tauros,Nuvema Town,5
Growlithe,Oreburgh City,99
Golem,One Island,91
Blastoise,Driftveil City,21
Magmar,Ecruteak City,12
Dragonite,Driftveil City,28
Drowzee,Cinnabar Island,88
Primeape,Lacunosa Town,65
Weedle,Virbank City,83
Gloom,Petalburg City,25
Vulpix,Driftveil City,90
Ivysaur,Petalburg City,89
Charmeleon,Oreburgh City,37
Ponyta,Nacrene City,38
Staryu,Azalea Town,83
Gloom,Resort Area,98
Ivysaur,Anistar City,39
Shellder,Mossdeep City,33
Arbok,Dendemille Town,76
